"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"101714066745196545","","","","","2011-08-11 17:58:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @MindShiftKQED: Move over Sal Khan: sixth-graders are creating their own math videos for each other!
http://t.co/SgxeMHt","http://ow.ly/60V7y"
"101707609538707457","","80883711","","","2011-08-11 17:32:38 +0000","web","@andrewteacher I've created a great web tool for recording videos and would love you to beta test it. Ping me if you are interested!"
"101705836954517505","","222404720","","","2011-08-11 17:25:35 +0000","web","@Northstar15Math I've created a great web tool for recording videos and would love you to beta test it. Ping me if you are interested!"
"100828613603106816","100790828095647744","37973069","","","2011-08-09 07:19:49 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@organizedbinder Thanks! Glad you enjoyed it. We sure did!"
"100697827595915266","","","","","2011-08-08 22:40:07 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Teacher Demo Day for @educreations. Good skill to @goalbookapp @remind101 @ClassConnectInc and @ClassDojo!"
"100447379962085376","100423476644548608","114667129","","","2011-08-08 06:04:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@csullivan410 well done. first year at the moon?"
"100071035382153216","","","","","2011-08-07 05:09:28 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Soda is a giant can of sugar. Drink water instead. - http://t.co/mbYGzXX","http://www.eatdifferent.com/"
"100060239268814849","100030482011533313","19261045","","","2011-08-07 04:26:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ConDri Of course. I'll be hitting the links and kickin' it dirty bird style this time next year."
"99955621314568192","99872483569704960","19261045","","","2011-08-06 21:30:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ConDri looking good dude!"
"99718082196553728","99699682879602688","15161274","","","2011-08-06 05:46:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@brettkopf @usamahc @liamdon Damn. I knew i should have gone to the AOL building tonight."
"99689727447412736","","","","","2011-08-06 03:54:17 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Looking for an answer to a question about #cocoa CGLayers and Anti-aliased CGPaths on #ios (#iphone and #ipad) devices http://t.co/4r6esp9","http://stackoverflow.com/q/6963857/357985"
"99633131883216896","","","","","2011-08-06 00:09:24 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","""We prepare you to do something"" RT @maddawgfitness: New post: The Question http://t.co/XvoJZVW","http://bit.ly/oth5B0"
"99166872204869633","99149355084300288","14635493","","","2011-08-04 17:16:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@alex_gaynor I couldn't make it to the sf django meetup last night cause of work. did you do slides for your talk and put them anywhere?"
"99125452882444288","99018532863492097","17831644","","","2011-08-04 14:32:04 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@danieljyoo Ha. A little unplanned downtime?"
"99125292932673536","","","99015558007234560","2156951","2011-08-04 14:31:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Percival: I support this http://t.co/zn5d4VA /via @yosefsolomon","http://i.imgur.com/8zrSR.jpg"
"98281310996545536","","","98172066708209664","228759424","2011-08-02 06:37:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @BuglesAmerican: You're welcome world! We raised the debt ceiling & saved you all from annihilation once again. Don't bother sending  ..."
